,Ligand SMILES,JAK2 Ki (nM),JAK1 Ki (nM)
3525,"Cc1cc(Nc2nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)c3cccnc3)c3cc(C)cnc3c2F)n[nH]1 |r,TLB:17:16:13.12:9.15.10|",50.5,50.0
3526,"Cc1cc(Nc2nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)c3cccnc3)c3cc(C)cnc3c2F)n[nH]1 |r,TLB:17:16:13.12:9.15.10|",50.5,50.5
3527,"Cc1cc(Nc2nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)c3cccnc3)c3cc(C)cnc3c2F)n[nH]1 |r,TLB:17:16:13.12:9.15.10|",50.5,50.5
3528,"CN(C)C(=O)CN1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:5:6:9.8:12.11.13|",50.5,50.0
3529,"CN(C)C(=O)CN1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:5:6:9.8:12.11.13|",50.5,50.5
3530,"CN(C)C(=O)CN1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:5:6:9.8:12.11.13|",50.5,50.5
3531,"COc1ccc2c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CC(C)C)nc(Nc3cc(C)[nH]n3)cc2n1 |r,TLB:16:15:12.11:8.14.9|",50.5,50.0
3532,"COc1ccc2c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CC(C)C)nc(Nc3cc(C)[nH]n3)cc2n1 |r,TLB:16:15:12.11:8.14.9|",50.5,50.5
3533,"COc1ccc2c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CC(C)C)nc(Nc3cc(C)[nH]n3)cc2n1 |r,TLB:16:15:12.11:8.14.9|",50.5,50.5
3534,"COc1cnc2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4C(=O)OCC(C)C)c2c1 |r,TLB:26:25:22.21:19.18.24|",50.5,50.0
3535,"COc1cnc2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4C(=O)OCC(C)C)c2c1 |r,TLB:26:25:22.21:19.18.24|",50.5,50.5
3536,"COc1cnc2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4C(=O)OCC(C)C)c2c1 |r,TLB:26:25:22.21:19.18.24|",50.5,50.5
3537,"COC(=O)c1cnc2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4CCCF)c2c1 |r,TLB:28:27:24.23:20.26.21|",50.5,50.0
3538,"COC(=O)c1cnc2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4CCCF)c2c1 |r,TLB:28:27:24.23:20.26.21|",50.5,50.5
3539,"COC(=O)c1cnc2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4CCCF)c2c1 |r,TLB:28:27:24.23:20.26.21|",50.5,50.5
3540,"COC(=O)CCCN1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:6:7:10.9:13.12.14|",50.5,50.0
3541,"COC(=O)CCCN1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:6:7:10.9:13.12.14|",50.5,50.5
3542,"COC(=O)CCCN1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:6:7:10.9:13.12.14|",50.5,50.5
3543,"COC(=O)C1(CC1)C(=O)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:7:9:12.11:15.14.16|",50.5,50.0
3544,"COC(=O)C1(CC1)C(=O)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:7:9:12.11:15.14.16|",50.5,50.5
3545,"COC(=O)C1(CC1)C(=O)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:7:9:12.11:15.14.16|",50.5,50.5
3549,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CCC#N)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|",50.5,50.5
3550,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CCC#N)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|",50.5,0.55
3551,"COc1cnc2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4C(=O)OCC=C)c2c1 |r,TLB:26:25:22.21:18.24.19|",50.5,50.0
3552,"COc1cnc2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4C(=O)OCC=C)c2c1 |r,TLB:26:25:22.21:18.24.19|",50.5,50.5
3553,"COc1cnc2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4C(=O)OCC=C)c2c1 |r,TLB:26:25:22.21:18.24.19|",50.5,50.5
3554,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4C[C@H]3CCC(=O)O3)n2)n[nH]1 |r,TLB:23:22:19.18:16.15.21|",50.5,50.0
3555,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4C[C@H]3CCC(=O)O3)n2)n[nH]1 |r,TLB:23:22:19.18:16.15.21|",50.5,50.5
3556,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4C[C@H]3CCC(=O)O3)n2)n[nH]1 |r,TLB:23:22:19.18:16.15.21|",50.5,50.5
3557,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4C3CCCOC3=O)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|",50.5,50.0
3558,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4C3CCCOC3=O)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|",50.5,50.5
3559,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4C3CCCOC3=O)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|",50.5,50.5
3560,"CC(C)COC(=O)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:5:7:10.9:13.12.14|",50.5,50.5
3561,"CC(C)COC(=O)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:5:7:10.9:13.12.14|",50.5,50.5
3562,"CN(C)CC(=O)N1[C@H]2CCC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)c(F)c2ncccc12 |r,TLB:4:6:13.12.14:8.10.9|",50.5,50.0
3563,"CN(C)CC(=O)N1[C@H]2CCC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)c(F)c2ncccc12 |r,TLB:4:6:13.12.14:8.10.9|",50.5,50.5
3564,CN1CCN(CC1)C(=O)Cn1cc(Nc2nc3c(cccn3n2)N2CC3CC(C2)N3C(=O)CCC(F)(F)F)cn1,50.6,50.6
3565,CC(OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(NC(=O)C2CC2)n1)C1CC1,50.7,50.7
3566,CN(C1CCN(C)CC1)C(=O)c1ccc(Nc2nc3c(cccn3n2)N2CCN3C(CCNC3=O)C2)cc1,52.4,52.4
3567,CN(C1CCN(C)CC1)C(=O)c1ccc(Nc2nc3c(OCc4ccccc4)cccn3n2)cc1,52.7,52.7
3568,CN(C1CCN(C)CC1)C(=O)c1ccc(Nc2nc3c(cccn3n2)C2=CCN(C2)C(=O)N2CC(C)(C)C2)cc1 |t:28|,52.7,52.7
3569,CN1CCN(CC1)C(=O)Cn1cc(Nc2nc3c(cccn3n2)N2C[C@@H]3C[C@H]2CN3C(=O)CCC(F)(F)F)cn1,52.9,52.9
3570,CC1(CCN(CC1)S(C)(=O)=O)n1nnc2cnc3[nH]ccc3c12,53.0,53.0
3571,NC(=O)c1cn(nc1NC(=O)[C@@H]1C[C@H]1F)C1(CC#N)CCN(CC(F)(F)F)CC1 |r|,53.2,53.2
3572,NC(=O)c1cn(nc1NC(=O)C1CC1)C1(CC#N)CCN(Cc2cccc(Br)c2)CC1,53.7,53.7
3573,O=c1[nH]ccc2c(NC3CCCC3)ncnc12,54.0,54.0
3574,"NC(=O)c1cn(nc1NC(=O)C1CC1)C1(CC#N)CC[C@@H](CC1)NCc1ccccc1Cl |r,wU:20.25,(4.24,4.29,;2.91,5.06,;2.28,6.47,;2,3.81,;2.48,2.35,;1.23,1.44,;-.01,2.35,;.46,3.81,;-.44,5.06,;-1.98,5.06,;-2.75,3.72,;-2.75,6.39,;-3.15,7.88,;-4.24,6.79,;1.23,-.1,;-.03,.79,;-1.43,.14,;-2.82,-.52,;.14,-1.19,;.54,-2.67,;2.03,-3.07,;3.12,-1.98,;2.72,-.5,;2.03,-4.61,;.94,-5.7,;-.55,-5.3,;-.95,-3.82,;-2.43,-3.42,;-3.52,-4.51,;-3.12,-5.99,;-1.64,-6.39,;-1.24,-7.88,)|",54.7,54.7
3575,Fc1cccc(C#N)c1-c1cc(c2C(=O)NCc2n1)-n1ccc(n1)N1CCOCC1,55.0,55.0
3576,Fc1cccc(C#N)c1-c1cc(c2C(=O)NCc2n1)-n1ccc(n1)N1CCOCC1,55.0,55.0
3577,CCN(Cc1ccnc(Cl)c1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F,0.18,0.18
3578,CCN(Cc1ccnc(Cl)c1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F,0.18,0.18
3579,CCN(Cc1ccnc(Cl)c1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F,0.18,0.18
3580,CCN(Cc1ccnc(Cl)c1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F,0.18,0.18
3581,Nc1nn2cccnc2c1C(=O)Nc1cn(nc1-c1cc(Cl)ccc1OC(F)F)C1CCN(CCCC(=O)N2CCCCC2)CC1,0.18,0.18
3582,Nc1nn2cccnc2c1C(=O)Nc1cn(nc1-c1cc(Cl)ccc1OC(F)F)C1CCN(CCCC(=O)N2CCCCC2)CC1,0.18,0.18
3583,CN1CCC(CC1)n1cc(NC(=O)c2c(N)nn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F,0.18,0.18
3584,CN1CCC(CC1)n1cc(NC(=O)c2c(N)nn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F,0.18,0.18
3585,FC(F)(F)CCC(=O)N1CCC(=CC1)c1cccn2nc(Nc3ccc(cc3)C(=O)N3CCN(CC3)c3cccnc3)nc12 |c:11|,0.18,0.18
3586,"CN[C@H]1C[C@H](C1)n1cc(NC(=O)c2c(N)nn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F |r,wU:2.1,4.6,(-6.44,-4.01,;-5.1,-4.78,;-3.77,-4.01,;-3.37,-2.52,;-1.88,-2.92,;-2.28,-4.41,;-.55,-2.15,;-.55,-.61,;.91,-.13,;1.31,1.35,;.22,2.44,;-1.26,2.04,;.62,3.93,;-.28,5.18,;-1.82,5.18,;.62,6.42,;2.09,5.95,;3.42,6.72,;4.75,5.95,;4.75,4.41,;3.42,3.64,;2.09,4.41,;1.82,-1.38,;.91,-2.63,;3.36,-1.38,;4.13,-.05,;5.67,-.05,;6.44,1.29,;6.44,-1.38,;5.67,-2.71,;4.13,-2.71,;3.36,-4.05,;4.13,-5.38,;3.36,-6.72,;5.67,-5.38,)|",0.18,0.18
3587,Nc1nn2cccnc2c1C(=O)Nc1cn(nc1-c1cc(Cl)ccc1OC(F)F)C1CCNCC1,0.19,0.19
3588,Nc1nn2cccnc2c1C(=O)Nc1cn(nc1-c1cc(Cl)ccc1OC(F)F)C1CCNCC1,0.19,0.19
3589,Nc1nn2cccnc2c1C(=O)Nc1cn(nc1-c1cc(Cl)ccc1OC(F)F)C1CCN(CCCN2CCNC2=O)CC1,0.19,0.19
3590,Nc1nn2cccnc2c1C(=O)Nc1cn(nc1-c1cc(Cl)ccc1OC(F)F)C1CCN(CCCN2CCNC2=O)CC1,0.19,0.19
3591,CN1CCC[C@@H]1Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc2SCC(=O)Nc2cc1OC(F)F,0.19,0.19
3592,CCNC(=O)CCCN1CCC(CC1)n1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F,0.19,0.19
3593,CCNC(=O)CCCN1CCC(CC1)n1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F,0.19,0.19
3594,CC1CNc2cc(OC(F)F)c(cc2S1)-c1nn(CC(=O)N(C)C)cc1NC(=O)c1cnn2cccnc12,0.19,0.13
3595,CC1CNc2cc(OC(F)F)c(cc2S1)-c1nn(CC(=O)N(C)C)cc1NC(=O)c1cnn2cccnc12,0.19,0.19
3596,Nc1nn2cccnc2c1C(=O)Nc1cn(nc1-c1cc(Cl)ccc1OC(F)F)C1CCNCC1,0.19,0.19
3597,Nc1nn2cccnc2c1C(=O)Nc1cn(nc1-c1cc(Cl)ccc1OC(F)F)C1CCNCC1,0.19,0.19
3598,CCc1ccc(OC(F)F)c(c1)-c1n[nH]cc1NC(=O)c1cnn2cccnc12,0.19,0.19
3599,Nc1nn2cccnc2c1C(=O)Nc1cn(nc1-c1cc(Cl)ccc1OC(F)F)C1CCN(CCCN2CCNC2=O)CC1,0.19,0.19
3600,Nc1nn2cccnc2c1C(=O)Nc1cn(nc1-c1cc(Cl)ccc1OC(F)F)C1CCN(CCCN2CCNC2=O)CC1,0.19,0.19
3601,FC(F)Oc1ccc(F)cc1-c1n[nH]cc1NC(=O)c1cnn2cccnc12,0.19,0.19
3602,CCNC(=O)CCCN1CCC(CC1)n1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F,0.19,0.19
3603,CCNC(=O)CCCN1CCC(CC1)n1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F,0.19,0.19
3604,COc1cc2sccc2cc1-c1[nH]ncc1NC(=O)c1cnn2cccnc12,0.19,0.19
3605,FC(F)Oc1ccc(Cl)cc1-c1nn(cc1NC(=O)c1cnn2cccnc12)C1CCN(CCCC(=O)NC2CCOCC2)CC1,0.19,0.19
3606,FC(F)Oc1ccc(Cl)cc1-c1nn(cc1NC(=O)c1cnn2cccnc12)C1CCN(CCCC(=O)NC2CCOCC2)CC1,0.19,0.19
3607,FC(F)Oc1ccc(Cl)cc1-c1nn(cc1NC(=O)c1cnn2cccnc12)C1CCN(CCCC(=O)NC2CCOCC2)CC1,0.19,0.19
3608,FC(F)Oc1ccc(Cl)cc1-c1nn(cc1NC(=O)c1cnn2cccnc12)C1CCN(CCCC(=O)NC2CCOCC2)CC1,0.19,0.19
3609,CC1CNc2cc(OC(F)F)c(cc2S1)-c1nn(CC(=O)N2CCCCC2)cc1NC(=O)c1cnn2cccnc12,0.19,0.16
3610,CC1CNc2cc(OC(F)F)c(cc2S1)-c1nn(CC(=O)N2CCCCC2)cc1NC(=O)c1cnn2cccnc12,0.19,0.19
3611,CNC(=O)CCCN1CCC(CC1)n1cc(NC(=O)c2c(N)nn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F,0.2,0.2
3612,CNC(=O)CCCN1CCC(CC1)n1cc(NC(=O)c2c(N)nn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F,0.2,0.2
3613,CN1CC[C@@H](C1)n1cc(NC(=O)c2c(N)nn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F |r|,0.2,0.2
3614,OC(=O)C1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F,0.2,0.2
3615,OC(=O)C1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F,0.2,0.2
3616,COC(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc2sc(cc2cc1OC(F)F)C(N)=O,0.2,0.2
3617,CSCCN1CCN(CC1)C(=O)Cn1cc(Nc2nc3c(cccn3n2)N2CC3CCC(C2)N3C(=O)N2CC(C2)C(F)(F)F)cn1,0.2,0.2
3618,OCCNc1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3619,OCCNc1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3620,Fc1cccc(C#N)c1-c1cc(c2C(=O)NCc2n1)-n1ccc(NCCN2CCOCC2)n1,55.0,55.0
3621,Fc1cccc(C#N)c1-c1cc(c2C(=O)NCc2n1)-n1ccc(NCCN2CCOCC2)n1,55.0,55.0
3622,Fc1cccc(C#N)c1-c1cc(c2C(=O)NCc2n1)-n1ccc(n1)N1CCC(CC1)N1CCCC1,55.0,55.0
3623,Fc1cccc(C#N)c1-c1cc(c2C(=O)NCc2n1)-n1ccc(n1)N1CCC(CC1)N1CCCC1,55.0,55.0
3624,OC1CCCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3625,OC1CCCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3626,NC1CCCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3627,NC1CCCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3628,CN(C)[C@H]1CC[C@@H](CC1)Nc1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3629,CN(C)[C@H]1CC[C@@H](CC1)Nc1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3630,O[C@@H]1CCCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3631,O[C@@H]1CCCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3632,OC1CCN(CC1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3633,OC1CCN(CC1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3634,OC1CCN(CC1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3635,OC1CCN(CC1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3636,CC1(C)COC(=N1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3637,CC1(C)COC(=N1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3638,CC(C)n1cc(cn1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3639,CC(C)n1cc(cn1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3640,OC1(CCCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N)C(F)(F)F,55.0,55.0
3641,OC1(CCCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N)C(F)(F)F,55.0,55.0
3642,O[C@H]1CCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0, 5
3643,O[C@H]1CCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0, 5
3644,O[C@H]1CCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3645,O[C@H]1CCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3646,O[C@H]1CCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3647,O[C@H]1CCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3648,Fc1cccc(C#N)c1-c1cc(c2C(=O)NCc2n1)-n1ccc(n1)N1CCCOCC1,55.0,55.0
3649,Fc1cccc(C#N)c1-c1cc(c2C(=O)NCc2n1)-n1ccc(n1)N1CCCOCC1,55.0,55.0
3650,OCC1CCCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3651,OCC1CCCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3652,C[C@@]1(O)CCCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3653,C[C@@]1(O)CCCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3654,C[C@@]1(O)CCCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3655,C[C@@]1(O)CCCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3656,C[C@@]1(O)CCCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3657,N[C@H]1CCCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3658,N[C@H]1CCCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3659,O[C@@H]1CCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0, 5
3660,O[C@@H]1CCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0, 5
3661,O[C@@H]1CCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3662,O[C@@H]1CCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3663,O[C@@H]1CCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3664,O[C@@H]1CCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3665,Fc1cccc(C#N)c1-c1cc(c2C(=O)NCc2n1)-n1cc2NCCCc2n1,55.0,55.0
3666,Fc1cccc(C#N)c1-c1cc(c2C(=O)NCc2n1)-n1cc2NCCCc2n1,55.0,55.0
3667,CC1CCC(O)CN1c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3668,CC1CCC(O)CN1c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3669,Fc1cccc(C#N)c1-c1cc(c2C(=O)NCc2n1)-n1ccc(n1)N1CCCC(C1)C#N,55.0,55.0
3670,Fc1cccc(C#N)c1-c1cc(c2C(=O)NCc2n1)-n1ccc(n1)N1CCCC(C1)C#N,55.0,55.0
3671,OC[C@H]1CCCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3672,OC[C@H]1CCCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3673,OC[C@@H]1CCCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3674,OC[C@@H]1CCCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3675,Fc1cccc(C#N)c1-c1cc(c2C(=O)NCc2n1)-n1ccc(n1)C1CCCO1,55.0,55.0
3676,Fc1cccc(C#N)c1-c1cc(c2C(=O)NCc2n1)-n1ccc(n1)C1CCCO1,55.0,55.0
3677,O[C@@]1(CCCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N)C(F)(F)F,55.0,55.0
3678,O[C@@]1(CCCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N)C(F)(F)F,55.0,55.0
3679,CC1(O)CCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0, 5
3680,CC1(O)CCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0, 5
3681,CC1(O)CCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0, 5
3682,CC1(O)CCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0, 5
3683,CC1(O)CCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3684,CC1(O)CCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3685,CC1(O)CCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3686,CC1(O)CCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3687,O[C@]1(CCCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N)C(F)(F)F,55.0,55.0
3688,O[C@]1(CCCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N)C(F)(F)F,55.0,55.0
3689,C[C@@]1(O)CCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0, 5
3690,C[C@@]1(O)CCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0, 5
3691,C[C@@]1(O)CCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3692,C[C@@]1(O)CCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3693,C[C@@]1(O)CCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
3694,OC(=O)C1CCCN(C1)c1ccn(n1)-c1cc(nc2CNC(=O)c12)-c1c(F)cccc1C#N,55.0,55.0
